date,channel,campaign,impressions,clicks,sessions,spend
2026-01-27,Organic Search,SEO Product Pages,3344,107,107,0.0
2026-03-10,Meta Ads,Lead Magnet,5181,60,56,43.58
2026-03-02,Google Ads,Restaurant Operations,470,22,19,43.89
2026-03-15,Direct,Returning Visitors,38,38,38,0.0
2026-04-16,Organic Search,SEO Guides,3688,118,118,0.0
2025-11-20,Organic Search,SEO Guides,3594,115,115,0.0
2025-11-20,Meta Ads,Lead Magnet,2619,33,31,25.93
2025-11-19,Referral,Customer Referral,9,9,9,0.0
2025-11-28,Organic Search,SEO Guides,3250,104,104,0.0
2026-05-18,Direct,Demo Page Direct,24,24,24,0.0
2026-05-01,Organic Search,SEO Comparison,1375,44,44,0.0
2026-02-15,Direct,Returning Visitors,37,37,37,0.0
2026-05-12,Organic Search,SEO Comparison,1625,52,52,0.0
2026-04-28,Organic Search,SEO Product Pages,4438,142,142,0.0
2026-05-07,Meta Ads,Awareness Video,9794,121,110,74.62
2025-12-24,Email,Lead Nurture,632,24,24,6.5
2026-03-06,Google Ads,Restaurant Operations,512,22,21,44.54
2026-02-20,Direct,Demo Page Direct,35,35,35,0.0
2025-12-22,Email,Lead Nurture,289,11,11,6.5
2026-05-23,Email,Newsletter,737,28,28,6.5
2026-03-16,Google Ads,Competitor Search,386,16,14,46.7
2025-11-28,Direct,Brand Direct,81,81,81,0.0
2025-12-14,Referral,Customer Referral,6,6,6,0.0
2026-06-05,LinkedIn Ads,Decision Makers,962,7,6,59.24
2026-01-18,Meta Ads,Awareness Video,5734,76,68,45.97
2026-01-23,Direct,Returning Visitors,42,42,42,0.0
2026-02-04,Google Ads,Competitor Search,334,15,14,43.3
2026-06-30,Organic Search,SEO Product Pages,4875,156,156,0.0
2026-03-11,Direct,Brand Direct,129,129,129,0.0
2026-03-30,Direct,Returning Visitors,49,49,49,0.0
2025-12-28,LinkedIn Ads,Operations Leaders,288,2,2,13.62
2026-03-28,Direct,Demo Page Direct,21,21,21,0.0
2026-01-10,Google Ads,Competitor Search,286,12,10,36.87
2026-06-28,Meta Ads,Lead Magnet,3110,36,32,27.66
2026-02-22,Google Ads,Competitor Search,301,13,12,34.18
2026-02-16,Direct,Returning Visitors,47,47,47,0.0
2026-04-07,LinkedIn Ads,SMB Growth,905,6,6,35.9
2026-05-22,Organic Search,SEO Guides,4781,153,153,0.0
2025-12-20,Meta Ads,Awareness Video,6213,78,68,43.39
2026-03-07,Meta Ads,Awareness Video,5908,81,74,51.65
2026-02-08,Email,Lead Nurture,605,23,23,6.5
2026-06-03,Google Ads,Restaurant Operations,668,25,23,52.52
2025-12-16,LinkedIn Ads,Decision Makers,1333,8,7,58.16
2026-01-03,Organic Search,SEO Guides,1344,43,43,0.0
2026-05-26,Google Ads,Restaurant Operations,541,26,24,52.52
2025-12-28,Referral,Partner Network,10,10,10,6.03
2026-06-05,Google Ads,Restaurant Operations,642,27,25,54.7
2026-06-25,Direct,Returning Visitors,63,63,63,0.0
2026-06-09,LinkedIn Ads,Operations Leaders,1078,7,6,41.7
2025-11-14,Google Ads,Competitor Search,324,13,11,42.4
2026-04-02,Referral,Customer Referral,18,18,18,0.0
2026-03-31,Organic Search,SEO Product Pages,3906,125,125,0.0
2026-05-19,Meta Ads,Awareness Video,9908,110,99,69.18
2026-05-08,Direct,Demo Page Direct,21,21,21,0.0
2026-04-22,Email,Newsletter,1053,40,40,6.5
2026-06-15,LinkedIn Ads,Operations Leaders,825,6,5,45.18
2026-04-21,Meta Ads,Lead Magnet,3088,43,38,31.6
2026-04-18,Organic Search,SEO Comparison,1000,32,32,0.0
2025-11-17,Referral,Partner Network,17,17,17,14.79
2026-04-29,Organic Search,SEO Guides,4062,130,130,0.0
2026-03-15,Referral,Industry Events,13,13,13,0.0
2025-12-03,Organic Search,SEO Guides,3844,123,123,0.0
2025-11-29,Organic Search,SEO Guides,2344,75,75,0.0
2026-05-08,Email,Lead Nurture,842,32,32,6.5
2026-02-18,Meta Ads,Awareness Video,7468,92,83,61.29
2026-05-29,Organic Search,SEO Guides,3406,109,109,0.0
2026-03-20,Email,Reactivation,342,13,13,6.5
2025-11-25,Google Ads,Restaurant Operations,330,16,14,34.65
2026-02-01,Organic Search,SEO Comparison,1156,37,37,0.0
2026-06-15,Organic Search,SEO Comparison,1562,50,50,0.0
2026-05-09,Meta Ads,Retargeting,1175,14,13,13.79
2026-02-18,Organic Search,SEO Comparison,1500,48,48,0.0
2026-02-04,LinkedIn Ads,SMB Growth,868,6,5,33.27
2026-06-20,google ads,Competitor Search,177,9,8,28.62
2026-01-26,Referral,Partner Network,17,17,17,12.49
2026-03-14,Google Ads,Competitor Search,258,12,11,37.77
2025-12-19,Email,Newsletter,711,27,27,6.5
2026-06-14,Direct,Brand Direct,79,79,79,0.0
2026-02-18,Meta Ads,Lead Magnet,3157,38,33,28.5
2026-06-08,LinkedIn Ads,SMB Growth,691,5,5,32.58
2026-03-07,Google Ads,Competitor Search,312,13,12,39.49
2026-03-21,Meta Ads,Awareness Video,7945,95,83,53.25
2026-02-28,Meta Ads,Lead Magnet,3582,39,34,26.88
2026-06-30,LinkedIn Ads,SMB Growth,760,5,4,32.32
2026-02-06,LinkedIn Ads,Decision Makers,1246,10,9,71.75
2026-05-23,Organic Search,SEO Product Pages,3500,112,112,0.0
2026-05-09,Organic Search,SEO Comparison,1312,42,42,0.0
2025-12-29,Google Ads,Competitor Search,213,9,8,27.63
2026-04-20,LinkedIn Ads,Operations Leaders,647,5,5,40.33
2026-04-10,Email,Lead Nurture,947,36,36,6.5
2025-11-04,Meta Ads,Lead Magnet,3060,42,38,28.84
2025-12-28,Email,Lead Nurture,237,9,9,6.5
2026-04-23,Google Ads,Competitor Search,309,13,12,41.47
2026-04-22,LinkedIn Ads,Operations Leaders,517,4,4,30.73
2026-04-17,Email,Newsletter,711,27,27,6.5
2025-12-02,Meta Ads,Awareness Video,8766,99,89,58.84
2025-11-25,Meta Ads,Lead Magnet,4067,54,48,37.69
2026-05-28,LinkedIn Ads,Decision Makers,1140,8,7,59.92
2025-11-02,Meta Ads,Lead Magnet,2283,32,29,24.4
2026-01-30,Referral,Partner Network,10,10,10,14.26
2026-04-07,Referral,Customer Referral,13,13,13,0.0
2026-04-04,Email,Lead Nurture,368,14,14,6.5
2026-03-01,Google Ads,Competitor Search,275,12,11,33.19
2026-03-25,Referral,Industry Events,13,13,13,0.0
2026-02-02,Referral,Partner Network,14,14,14,13.25
2025-12-21,Direct,Returning Visitors,26,26,26,0.0
2026-02-01,Organic Search,SEO Guides,3125,100,100,0.0
2026-05-02,Organic Search,SEO Product Pages,3688,118,118,0.0
2026-02-16,Email,Newsletter,658,25,25,6.5
2026-04-11,Referral,Industry Events,6,6,6,0.0
2026-05-03,Email,Reactivation,447,17,17,6.5
2026-02-09,LinkedIn Ads,SMB Growth,802,5,4,34.45
2026-01-22,Direct,Demo Page Direct,29,29,29,0.0
2026-04-21,Email,Reactivation,500,19,19,6.5
2025-11-17,Organic Search,SEO Guides,3062,98,98,0.0
2026-02-17,Direct,Returning Visitors,43,43,43,0.0
2025-12-14,Google Ads,High Intent Search,610,27,24,64.05
2026-04-30,Email,Reactivation,526,20,20,6.5
2026-03-06,Referral,Customer Referral,15,15,15,0.0
2026-04-01,Google Ads,High Intent Search,768,36,31,85.27
2026-04-04,Referral,Industry Events,11,11,11,0.0
2026-03-12,LinkedIn Ads,SMB Growth,702,5,4,28.91
2026-03-15,Direct,Demo Page Direct,19,19,19,0.0
2026-03-19,Organic Search,SEO Guides,4344,139,139,0.0
2026-01-02,Organic Search,SEO Product Pages,2344,75,75,0.0
2025-12-22,Direct,Brand Direct,58,58,58,0.0
2026-04-09,Meta Ads,Awareness Video,7154,89,82,59.2
2025-12-14,LinkedIn Ads,Decision Makers,895,6,5,40.79
2026-03-30,LinkedIn Ads,SMB Growth,847,6,6,33.66
2026-01-02,LinkedIn Ads,Operations Leaders,420,3,3,18.75
2026-04-11,Organic Search,SEO Guides,2750,88,88,0.0
2025-12-11,Email,Lead Nurture,605,23,23,6.5
2025-12-11,Direct,Demo Page Direct,22,22,22,0.0
2026-05-05,Organic Search,SEO Guides,4344,139,139,0.0
2025-12-08,Direct,Demo Page Direct,35,35,35,0.0
2026-06-29,Google Ads,High Intent Search,831,38,33,93.97
2026-01-14,LinkedIn Ads,Operations Leaders,1233,7,6,49.91
2026-02-25,LinkedIn Ads,Operations Leaders,867,6,5,39.47
2025-12-06,Direct,Demo Page Direct,12,12,12,0.0
2026-03-16,Referral,Customer Referral,7,7,7,0.0
2026-03-26,Organic Search,SEO Comparison,1750,56,56,0.0
2026-04-10,Meta Ads,Retargeting,1740,21,19,18.74
2026-02-15,Referral,Industry Events,5,5,5,0.0
2026-04-07,LinkedIn Ads,Decision Makers,1177,8,7,66.21
2026-05-19,LinkedIn Ads,Operations Leaders,1025,7,6,46.66
2026-05-05,Email,Lead Nurture,868,33,33,6.5
2026-01-02,Email,Newsletter,447,17,17,6.5
2025-12-01,Direct,Brand Direct,104,104,104,0.0
2026-06-11,Email,Reactivation,395,15,15,6.5
2026-02-25,Google Ads,High Intent Search,986,44,38,108.73
2026-01-25,Referral,Partner Network,11,11,11,11.57
2026-03-14,Email,Reactivation,263,10,10,6.5
2026-01-29,Referral,Customer Referral,14,14,14,0.0
2026-05-29,Organic Search,SEO Product Pages,4875,156,156,0.0
2026-04-29,LinkedIn Ads,Decision Makers,1340,10,9,69.42
2026-01-25,Meta Ads,Lead Magnet,2357,28,24,21.39
2026-02-15,Organic Search,SEO Comparison,1219,39,39,0.0
2026-04-15,Direct,Brand Direct,102,102,102,0.0
2026-04-20,Referral,Customer Referral,9,9,9,0.0
2026-06-13,Meta Ads,Lead Magnet,2304,29,25,22.85
2026-04-08,Google Ads,Competitor Search,477,21,18,63.04
2025-11-24,Referral,Customer Referral,12,12,12,0.0
2026-02-08,Email,Newsletter,632,24,24,6.5
2026-01-28,Email,Lead Nurture,895,34,34,6.5
2025-11-08,Google Ads,Competitor Search,272,13,11,34.22
2026-05-02,Direct,Returning Visitors,45,45,45,0.0
2026-06-07,Direct,Brand Direct,79,79,79,0.0
2026-01-15,Referral,Partner Network,18,18,18,17.65
2026-05-14,Meta Ads,Awareness Video,11775,133,122,74.54
2025-12-08,LinkedIn Ads,Decision Makers,885,6,5,48.49
2026-03-28,Organic Search,SEO Product Pages,3375,108,108,0.0
2026-06-03,LinkedIn Ads,SMB Growth,890,7,7,41.0
2026-01-14,Google Ads,Competitor Search,353,19,17,55.42
2026-06-02,Referral,Industry Events,14,14,14,0.0
2026-03-28,Referral,Partner Network,13,13,13,12.64
2026-03-04,Direct,Returning Visitors,48,48,48,0.0
2026-05-13,Meta Ads,Awareness Video,10156,113,98,62.27
2026-02-24,Organic Search,SEO Product Pages,3906,125,125,0.0
2026-05-01,Google Ads,Restaurant Operations,514,22,19,46.62
2026-04-26,Email,Lead Nurture,684,26,26,6.5
2026-06-12,Organic Search,SEO Comparison,1844,59,59,0.0
2026-06-23,Email,Lead Nurture,737,28,28,6.5
2026-05-02,Direct,Demo Page Direct,21,21,21,0.0
2025-11-07,Email,Newsletter,632,24,24,6.5
2026-03-17,Meta Ads,Awareness Video,8899,103,93,60.78
2026-05-04,Email,Newsletter,1026,39,39,6.5
2026-04-30,Referral,Partner Network,18,18,18,14.98
2026-03-24,Google Ads,Competitor Search,407,18,17,54.66
2026-01-27,Organic Search,SEO Guides,3844,123,123,0.0
2026-05-23,Google Ads,Restaurant Operations,408,20,18,45.26
2026-01-01,Google Ads,High Intent Search,406,21,18,49.17
2026-05-26,Email,Lead Nurture,658,25,25,6.5
2026-02-21,Meta Ads,Retargeting,1227,15,13,14.66
2026-06-13,Email,Lead Nurture,316,12,12,6.5
2026-01-31,Meta ads ,Retargeting,1374,16,14,14.22
2026-02-28,LinkedIn Ads,Decision Makers,891,6,6,50.44
2026-05-04,Referral,Partner Network,19,19,19,18.51
2026-01-14,Organic Search,SEO Guides,3625,116,116,0.0
2026-01-20,Email,Newsletter,895,34,34,6.5
2026-02-13,Meta Ads,Awareness Video,8103,102,95,62.0
2026-02-27,Google Ads,Competitor Search,447,19,17,51.19
2026-01-21,Email,Lead Nurture,789,30,30,6.5
2026-04-18,Google Ads,High Intent Search,742,29,27,72.47
2026-03-16,LinkedIn Ads,Operations Leaders,974,7,6,49.68
2026-05-13,Google Ads,Competitor Search,408,19,17,64.29
2025-12-24,Organic Search,SEO Guides,2188,70,70,0.0
2026-02-22,Referral,Customer Referral,13,13,13,0.0
2026-06-22,LinkedIn Ads,Decision Makers,1214,9,8,71.41
2026-06-09,Direct,Demo Page Direct,28,28,28,0.0
2026-03-18,Meta Ads,Retargeting,2581,32,28,25.81
2026-03-30,Meta Ads,Awareness Video,10627,118,109,72.91
2026-04-17,Email,Reactivation,368,14,14,6.5
2026-02-03,LinkedIn Ads,Decision Makers,1260,9,8,62.66
2026-05-01,Direct,Demo Page Direct,24,24,24,0.0
2026-03-12,Google Ads,High Intent Search,948,42,37,102.35
2026-03-17,Email,Lead Nurture,632,24,24,6.5
2025-11-18,Email,Newsletter,868,33,33,6.5
2026-01-27,LinkedIn Ads,Decision Makers,947,6,6,50.05
2026-01-06,Google Ads,Restaurant Operations,528,22,21,46.34
2026-05-09,Meta Ads,Awareness Video,10130,127,109,66.3
2026-06-28,Referral,Industry Events,11,11,11,0.0
2026-05-15,Meta Ads,Awareness Video,9331,106,92,60.84
2026-02-18,Email,Reactivation,368,14,14,6.5
2025-12-30,Google Ads,Restaurant Operations,277,11,10,23.18
2026-06-07,Google Ads,Competitor Search,266,13,12,40.31
2026-03-01,Direct,Brand Direct,93,93,93,0.0
2026-06-15,Email,Reactivation,368,14,14,6.5
2026-03-13,LinkedIn Ads,SMB Growth,775,5,5,34.2
2025-11-16,LinkedIn Ads,Decision Makers,1137,6,5,42.55
2025-12-20,Email,Newsletter,579,22,22,6.5
2026-03-12,LinkedIn Ads,Decision Makers,1215,9,8,62.91
2026-06-06,Direct,Returning Visitors,27,27,27,0.0
2026-06-08,Google Ads,High Intent Search,886,45,39,93.94
2025-11-15,Email,Newsletter,579,22,22,6.5
2026-02-28,Email,Reactivation,211,8,8,6.5
2026-06-02,Google Ads,Restaurant Operations,571,25,22,54.3
2026-01-04,Direct,Brand Direct,63,63,63,0.0
2026-04-27,Direct,Demo Page Direct,34,34,34,0.0
2025-11-27,Email,Newsletter,737,28,28,6.5
2025-12-22,Direct,Returning Visitors,22,22,22,0.0
2026-04-29,Referral,Customer Referral,18,18,18,0.0
2026-03-23,Organic Search,SEO Guides,4500,144,144,0.0
2026-02-19,Google Ads,Restaurant Operations,603,22,19,45.0
2026-01-07,Google Ads,Restaurant Operations,373,19,16,41.19
2026-04-07,Google Ads,Competitor Search,341,15,13,46.13
2025-12-20,Direct,Demo Page Direct,12,12,12,0.0
2026-06-29,Google Ads,Competitor Search,346,17,15,43.96
2026-03-21,Email,Reactivation,368,14,14,6.5
2026-04-18,LinkedIn Ads,Decision Makers,837,6,5,46.1
2026-01-23,LinkedIn Ads,SMB Growth,675,5,5,32.68
2026-03-11,Referral,Customer Referral,11,11,11,0.0
2026-01-07,Google Ads,High Intent Search,882,39,37,100.06
2026-06-04,Referral,Customer Referral,14,14,14,0.0
2026-03-05,LinkedIn Ads,Operations Leaders,1003,7,6,48.48
2026-02-21,Google Ads,Competitor Search,271,11,10,32.78
2026-01-11,Direct,Returning Visitors,34,34,34,0.0
2026-02-02,Direct,Returning Visitors,43,43,43,0.0
2026-05-30,Organic Search,SEO Comparison,1438,46,46,0.0
2025-11-07,Meta Ads,Lead Magnet,3199,40,37,28.91
2026-05-10,Email,Lead Nurture,553,21,21,6.5
2026-01-13,Email,Lead Nurture,500,19,19,6.5
2026-06-11,Email,Newsletter,816,31,31,6.5
2026-05-09,Direct,Demo Page Direct,21,21,21,0.0
2026-02-14,Meta Ads,Awareness Video,6567,75,65,45.42
2026-03-04,Direct,Brand Direct,112,112,112,0.0
2026-05-08,Meta Ads,Retargeting,1665,23,21,22.22
2026-03-15,Email,Reactivation,237,9,9,6.5
2026-04-28,Organic Search,SEO Comparison,1781,57,57,0.0
2026-03-16,Organic Search,SEO Product Pages,4500,144,144,0.0
2026-01-19,Organic Search,SEO Guides,4062,130,130,0.0
2026-06-21,Referral,Partner Network,15,15,15,10.57
2026-01-24,Meta Ads,Awareness Video,7456,89,83,48.69
2025-12-05,Meta Ads,Awareness Video,7671,94,83,55.11
2026-01-20,LinkedIn Ads,Decision Makers,903,7,6,46.16
2026-02-19,Direct,Returning Visitors,54,54,54,0.0
2025-12-24,Google Ads,High Intent Search,476,21,19,45.97
2026-04-17,Organic Search,SEO Guides,3750,120,120,0.0
2026-01-15,Google Ads,Restaurant Operations,523,22,19,47.07
2026-05-30,Organic Search,SEO Product Pages,2812,90,90,0.0
2025-11-30,Google Ads,Competitor Search,227,9,8,25.9
2026-02-25,Direct,Demo Page Direct,33,33,33,0.0
2026-03-23,Referral,Customer Referral,6,6,6,0.0
2026-04-14,Direct,Returning Visitors,59,59,59,0.0
2026-06-02,Meta Ads,Retargeting,1691,20,18,18.5
2026-03-12,Direct,Demo Page Direct,30,30,30,0.0
2025-12-29,Direct,Demo Page Direct,13,13,13,0.0
2026-06-28,Email,Lead Nurture,579,22,22,6.5
2026-05-21,Meta Ads,Retargeting,2029,26,23,22.62
2026-05-24,LinkedIn Ads,Decision Makers,1177,8,7,57.5
2026-06-16,Referral,Customer Referral,19,19,19,0.0
2026-03-24,Google Ads,Restaurant Operations,469,19,16,42.77
2026-03-21,Organic Search,SEO Comparison,875,28,28,0.0
2025-12-25,Direct,Brand Direct,51,51,51,0.0
2026-04-27,Referral,Industry Events,12,12,12,0.0
2026-05-11,Organic Search,SEO Product Pages,4500,144,144,0.0
2026-04-25,Google Ads,Competitor Search,229,12,11,34.76
2026-01-29,Direct,Returning Visitors,58,58,58,0.0
2026-06-07,Referral,Industry Events,6,6,6,0.0
2025-12-31,Direct,Demo Page Direct,12,12,12,0.0
2026-02-21,Email,Reactivation,421,16,16,6.5
2026-05-21,LinkedIn Ads,Operations Leaders,753,6,5,44.75
2026-01-23,Meta Ads,Retargeting,1824,23,20,19.92
2026-06-15,Email,Newsletter,895,34,34,6.5
2026-06-02,Google Ads,High Intent Search,901,43,38,102.23
2026-02-22,Google Ads,High Intent Search,641,31,27,75.62
2025-12-15,LinkedIn Ads,Decision Makers,1154,8,7,58.38
2025-11-12,Email,Newsletter,632,24,24,6.5
2026-04-07,Direct,Demo Page Direct,30,30,30,0.0
2026-05-22,LinkedIn Ads,SMB Growth,630,5,5,31.33
2026-03-16,Meta Ads,Retargeting,1791,24,22,21.49
2026-02-16,LinkedIn Ads,Operations Leaders,748,5,5,33.83
2025-12-01,Meta Ads,Awareness Video,8711,98,85,58.52
2026-04-05,Meta Ads,Lead Magnet,2898,30,27,22.38
2026-04-01,LinkedIn Ads,Decision Makers,1219,9,8,68.41
2026-02-08,Google Ads,Competitor Search,296,12,11,37.28
2026-06-05,Referral,Industry Events,18,18,18,1167.3
2026-04-10,Organic Search,SEO Guides,4062,130,130,0.0
2026-03-02,Meta Ads,Retargeting,1923,20,19,19.77
2026-03-23,Email,Newsletter,816,31,31,6.5
2026-06-09,Referral,Partner Network,23,23,23,18.93
2026-05-11,LinkedIn Ads,SMB Growth,783,6,5,37.97
2026-01-02,Referral,Partner Network,13,13,13,8.43
2026-02-28,Organic Search,SEO Guides,3094,99,99,0.0
2026-01-20,Direct,Brand Direct,114,114,114,0.0
2026-01-02,Direct,Demo Page Direct,11,11,11,0.0
2026-02-03,Email,Lead Nurture,737,28,28,6.5
2026-05-12,Referral,Customer Referral,15,15,15,0.0
2026-03-14,Direct,Demo Page Direct,12,12,12,0.0
2026-01-21,Referral,Customer Referral,19,19,19,0.0
2026-03-15,Google Ads,High Intent Search,750,38,35,81.3
2026-03-13,Direct,Demo Page Direct,31,31,31,0.0
2026-02-22,Referral,Partner Network,19,19,19,9.89
2026-01-16,Direct,Brand Direct,109,109,109,0.0
2026-02-13,Organic Search,SEO Product Pages,3656,117,117,0.0
2026-05-16,Referral,Customer Referral,8,8,8,0.0
2025-12-01,Google Ads,Competitor Search,344,16,14,45.65
2026-03-12,Direct,Returning Visitors,43,43,43,0.0
2026-01-28,Organic Search,SEO Guides,4281,137,137,0.0
2025-12-04,Organic Search,SEO Product Pages,4000,128,128,0.0
2025-11-05,Direct,Returning Visitors,41,41,41,0.0
2026-06-21,Organic Search,SEO Guides,3125,100,100,0.0
2026-06-28,LinkedIn Ads,Operations Leaders,517,4,4,29.48
2026-02-28,Direct,Demo Page Direct,19,19,19,0.0
2026-03-19,Meta Ads,Awareness Video,9985,125,113,80.76
2026-02-07,Meta Ads,Lead Magnet,2798,32,29,25.23
2026-05-30,Google Ads,Restaurant Operations,414,17,16,34.99
2025-12-05,Direct,Brand Direct,88,88,88,0.0
2025-11-23,Direct,Returning Visitors,27,27,27,0.0
2026-04-04,Referral,Customer Referral,8,8,8,0.0
2025-12-22,LinkedIn Ads,Decision Makers,420,3,3,24.83
2026-06-21,Organic Search,SEO Comparison,1594,51,51,0.0
2025-11-28,Meta Ads,Awareness Video,8832,96,86,53.2
2026-03-27,Direct,Brand Direct,127,127,127,0.0
2026-01-31,Referral,Partner Network,12,12,12,14.48
2026-03-10,Google Ads,High Intent Search,1024,49,43,119.36
2026-04-17,Organic Search,SEO Product Pages,4094,131,131,0.0
2026-04-05,Referral,Partner Network,13,13,13,9.6
2026-06-26,Direct,Brand Direct,118,118,118,0.0
2026-03-19,LinkedIn Ads,Operations Leaders,1177,7,6,44.59
2026-02-08,Referral,Customer Referral,9,9,9,0.0
2026-04-17,Google Ads,Restaurant Operations,529,22,20,49.58
2026-05-27,Meta Ads,Retargeting,2676,30,28,25.56
2026-04-15,Meta Ads,Retargeting,2635,30,28,27.44
2026-02-26,Meta Ads,Lead Magnet,2916,36,31,29.63
2026-03-14,Google Ads,Restaurant Operations,312,14,13,31.42
2026-05-09,Google Ads,Restaurant Operations,306,14,12,33.59
2026-05-24,Google Ads,High Intent Search,885,38,35,87.74
2026-06-23,Direct,Brand Direct,144,144,144,0.0
2026-06-29,Email,Reactivation,579,22,22,6.5
2026-06-05,Organic Search,SEO Guides,4750,152,152,0.0
2025-11-02,Meta Ads,Awareness Video,5161,64,57,36.24
2026-06-03,Organic Search,SEO Guides,4250,136,136,0.0
2026-01-02,Meta Ads,Awareness Video,4155,49,42,31.92
2026-05-14,Organic Search,SEO Guides,4219,135,135,0.0
2026-03-12,Meta Ads,Awareness Video,10443,124,113,75.0
2026-06-26,Meta Ads,Lead Magnet,6172,64,58,51.73
2026-06-13,Direct,Demo Page Direct,20,20,20,0.0
2026-04-11,Organic Search,SEO Product Pages,2656,85,85,0.0
2026-04-03,Direct,Demo Page Direct,35,35,35,0.0
2026-01-30,Referral,Customer Referral,7,7,7,0.0
2026-06-02,LinkedIn Ads,SMB Growth,1066,7,6,42.3
2026-03-25,LinkedIn Ads,SMB Growth,781,5,4,32.57
2026-05-16,LinkedIn Ads,Operations Leaders,739,5,5,32.01
2026-04-06,Organic Search,SEO Guides,3781,121,121,0.0
2026-03-19,Referral,Customer Referral,15,15,15,0.0
2026-01-30,Meta Ads,Retargeting,2003,28,24,24.61
2026-02-06,Meta Ads,Retargeting,2912,33,30,27.29
2026-05-15,Meta Ads,Lead Magnet,4177,51,45,35.86
2026-02-19,Organic Search,SEO Product Pages,3562,114,114,0.0
2026-02-04,Meta Ads,Retargeting,1943,23,20,21.58
2026-02-28,Meta Ads,Retargeting,1429,17,16,17.14
2026-01-17,Google Ads,High Intent Search,543,24,22,55.94
2025-12-21,Referral,Partner Network,8,8,8,11.7
2025-12-12,Meta Ads,Lead Magnet,3311,41,38,27.2
2026-05-05,Direct,Demo Page Direct,31,31,31,0.0
2026-04-21,Referral,Industry Events,11,11,11,0.0
2026-03-17,LinkedIn Ads,Operations Leaders,1360,8,7,51.65
2026-06-17,Direct,Brand Direct,122,122,122,0.0
2026-04-14,LinkedIn Ads,Decision Makers,1251,9,8,70.54
2026-02-23,Direct,Demo Page Direct,30,30,30,0.0
2026-03-07,LinkedIn Ads,SMB Growth,599,5,4,25.21
2026-03-18,Referral,Customer Referral,11,11,11,0.0
2025-11-23,Organic Search,SEO Guides,2688,86,86,0.0
2026-05-14,Direct,Demo Page Direct,31,31,31,0.0
2025-12-31,Email,Lead Nurture,368,14,14,6.5
2025-11-01,Referral,Partner Network,10,10,10,11.8
2026-04-18,Organic Search,SEO Product Pages,3281,105,105,0.0
2026-04-13,LinkedIn Ads,Decision Makers,1066,7,6,52.32
2026-04-12,Organic Search,SEO Product Pages,3188,102,102,0.0
2025-12-30,Direct,Brand Direct,62,62,62,0.0
2026-02-05,Email,Newsletter,763,29,29,6.5
2026-05-07,Meta Ads,Retargeting,2118,28,25,24.72
2025-11-12,Google Ads,High Intent Search,804,36,31,81.59
2026-06-12,LinkedIn Ads,Decision Makers,1277,9,8,62.23
